closedday,company_name,ticker,market,price,industry,sector,prevclose,daysrange,revenue,open,wk52range,eps,volume,marketcap,dividend_yield,averagevol_3m,pe,beta,year1change,shares,nextearningsdate,crawling_YYYYMMDD,detailedmarketcap
20200828,Teradata Corp,TDC,NYSE,24.63,Computer Services,Technology,24.35,24.3 - 24.67,1.84B,24.49,17.62 - 34.6,1.03,605925,2.68B,N/A (N/A),1299701,23.36,0.95,-19.43%,109000000 ,Nov 05 2020,20200829,2684670000 
20200828,Century Casinos Inc,CNTY,NASDAQ,6.28,Casinos & Gaming,Services,6,5.98 - 6.41,243.94M,6.05,1.01 - 9.19,-2.65,605874,185.74M,N/A (N/A),627503,N/A,2.65,-18.02%,29575962 ,Nov 09 2020,20200829,185737041 
20200828,NCR Corp,NCR,NYSE,21.1,Software & Programming,Technology,21.14,20.77 - 21.44,6.66B,21.14,10.55 - 35.87,3.41,605207,2.71B,N/A (N/A),1285159,6.21,1.74,-32.82%,128400000 ,Nov 03 2020,20200829,2709240000 
20200828,MBIA Inc,MBI,NYSE,8.11,Insurance (Prop. & Casualty),Financial,8.15,7.99 - 8.16,339M,8.11,4.93 - 10.9,-8.62,603529,468.37M,N/A (N/A),805494,N/A,1.12,-9.79%,57751718 ,Nov 10 2020,20200829,468366433 
20200828,NetEase Inc,NTES,NASDAQ,504.17,Computer Services,Technology,511.88,503.23 - 515.01,1.26B,509.05,250.37 - 517.49,16.21,600298,64.42B,7.81 (1.52%),827749,28.47,0.63,98.74%,3228531000 ,Nov 11 2020,20200829,1627730000000 
20200828,AutoNation Inc,AN,NYSE,57.58,Retail (Specialty),Services,57.09,57.27 - 58.88,20.21B,57.7,20.67 - 59.37,3.44,598800,5.02B,N/A (N/A),906682,16.58,1.66,22.12%,87215132 ,Nov 03 2020,20200829,5021847301 
20200828,Office Depot Inc,ODP,NASDAQ,24.13,Retail (Specialty),Services,24.07,23.14 - 24.42,10.17B,24.28,12.4 - 29.9,-5.37,597254,1.27B,0.75 (5.41%),852471,N/A,2.34,80.07%,52664952 ,Nov 04 2020,20200829,1270805292 
20200828,Corcept Therapeutics Incorporated,CORT,NASDAQ,12.61,Biotechnology & Drugs,Healthcare,12.46,12.26 - 12.64,351.2M,12.39,9.7 - 18.48,0.93,596346,1.46B,N/A (N/A),1033228,14.78,1.07,1.53%,115557656 ,Oct 29 2020,20200829,1457182042 
20200828,Loews Corp,L,NYSE,36.92,Insurance (Prop. & Casualty),Financial,36.78,36.08 - 37,13.09B,37,27.34 - 56.88,-4.2,594758,10.35B,0.25 (0.68%),1093762,N/A,0.77,-23.21%,280444197 ,Nov 02 2020,20200829,10353999753 
20200828,Public Storage,PSA,NYSE,213.44,Misc. Transportation,Transportation,211.27,209.03 - 213.65,2.87B,211.97,155.37 - 266.76,7.01,589932,37.31B,8.00 (3.79%),869395,28.57,0.13,-18.61%,174802792 ,Nov 03 2020,20200829,37309907924 
20200828,Flowserve Corporation,FLS,NYSE,30.53,Misc. Capital Goods,Capital Goods,29.75,29.68 - 30.67,3.88B,29.85,18.98 - 51.25,1.11,582585,3.97B,0.80 (2.69%),1255110,28.81,1.86,-27.52%,130159720 ,Oct 28 2020,20200829,3973776252 
20200828,Check Point Software Technologies Ltd,CHKP,NASDAQ,126.89,Software & Programming,Technology,127.63,126.7 - 128.35,2.03B,128,80.06 - 130.65,5.69,576780,17.79B,N/A (N/A),1068171,21.78,0.67,18.08%,140200092 ,Nov 02 2020,20200829,17789989674 
20200828,Lazard Ltd,LAZ,NYSE,31.83,Investment Services,Financial,31.47,31.33 - 31.85,2.5B,31.72,20.94 - 44.95,2.31,573353,3.59B,1.88 (5.97%),634177,13.95,1.78,-7.15%,112766091 ,Oct 22 2020,20200829,3589344677 
20200828,Illinois Tool Works Inc,ITW,NYSE,200.66,Auto & Truck Parts,Consumer Cyclical,198.67,197.81 - 200.78,12.74B,198.79,115.94 - 200.81,6.8,572511,63.45B,4.56 (2.30%),1112380,28.84,1.19,35.44%,316200000 ,Oct 21 2020,20200829,63448692000 
20200828,Seattle Genetics Inc,SGEN,NASDAQ,153.66,Biotechnology & Drugs,Healthcare,154.11,151.55 - 154.22,1.02B,154.14,65.44 - 187.99,-1.5,570612,26.74B,N/A (N/A),1019418,N/A,1.32,110.26%,173996620 ,Oct 22 2020,20200829,26736320629 
20200828,Henry Schein Inc,HSIC,NASDAQ,66.44,Medical Equipment & Supplies,Healthcare,66.45,65.53 - 66.86,9.29B,66.45,41.85 - 73.99,3.99,569895,9.49B,N/A (N/A),1511885,16.87,1.01,8.30%,142767758 ,Nov 10 2020,20200829,9485489842 
20200828,Northern Trust Corporation,NTRS,NASDAQ,83.91,Investment Services,Financial,84.28,83.52 - 84.45,6.47B,84.45,60.67 - 110.48,6.42,566638,17.46B,2.80 (3.38%),1218211,13,1.06,-3.85%,208092630 ,Oct 21 2020,20200829,17461052583 
20200828,Middleby Corp,MIDD,NASDAQ,99.82,Misc. Capital Goods,Capital Goods,96.6,96.35 - 99.9,2.66B,96.99,41.73 - 128.48,5.15,566426,5.55B,N/A (N/A),1203818,19.99,1.66,-9.35%,55617662 ,Nov 10 2020,20200829,5551755021 
20200828,Cal-Maine Foods Inc,CALM,NASDAQ,41.12,Fish/Livestock,Consumer/Non-Cyclical,42.21,40.85 - 42.59,1.35B,42.5,30.74 - 46.66,0.37,565613,1.99B,0.27 (0.59%),480727,127.12,-0.17,1.18%,48300718 ,Oct 05 2020,20200829,1986125524 
20200828,Eastman Chemical Company,EMN,NYSE,74.43,Chemical Manufacturing,Basic Materials,73.89,72.6 - 74.59,8.7B,74.17,34.44 - 83.99,4.21,565257,10.07B,2.64 (3.57%),1049943,17.41,1.69,15.25%,135349756 ,Oct 22 2020,20200829,10074082339 
20200828,Celldex Therapeutics Inc,CLDX,NASDAQ,12,Biotechnology & Drugs,Healthcare,11.11,10.88 - 12.16,4.41M,11.07,1.51 - 13.91,-2.95,560766,469.52M,N/A (N/A),2772469,N/A,3.17,453%,39126448 ,Nov 04 2020,20200829,469517376 
20200828,Dillards Inc,DDS,NYSE,30.44,Retail (Department & Discount),Services,28.51,28.34 - 30.79,5.67B,28.67,21.62 - 84.47,-5.56,560750,707.12M,0.60 (2.10%),743437,N/A,0.91,-48.61%,23230027 ,Nov 05 2020,20200829,707122022 
20200828,DTE Energy Company,DTE,NYSE,117.86,Electric Utilities,Utilities,117.02,116.42 - 118.23,11.87B,117.41,71.21 - 135.67,6.33,555276,22.71B,4.05 (3.46%),1140582,18.59,0.62,-9.32%,192650741 ,Oct 21 2020,20200829,22705816334 
20200828,NuStar Energy LP,NS,NYSE,13.49,Oil Well Services & Equipment,Energy,13.1,12.84 - 13.64,1.51B,13.22,4.98 - 30.06,-1.19,549539,1.47B,1.60 (12.21%),817241,N/A,2.57,-51.39%,109195333 ,Nov 10 2020,20200829,1473045042 
20200828,Garmin Ltd,GRMN,NASDAQ,103.76,Communications Equipment,Technology,102.57,102.66 - 103.87,3.76B,103.52,61.04 - 105.58,4.88,545378,19.84B,2.44 (2.33%),967797,21.36,0.96,28.23%,191223000 ,Oct 28 2020,20200829,19841298480 
20200828,Humana Inc,HUM,NYSE,408.04,Healthcare Facilities,Healthcare,407.45,404.79 - 413.21,70.55B,408.85,208.25 - 425.46,26.28,537475,53.98B,2.50 (0.61%),740410,16.06,0.9,45.99%,132292566 ,Nov 04 2020,20200829,53980658631 
20200828,Cognex Corporation,CGNX,NASDAQ,68.4,Scientific & Technical Instr.,Technology,66.62,66.51 - 68.62,689.43M,66.82,35.2 - 68.93,0.81,536160,11.84B,0.22 (0.32%),951958,83.69,1.71,53.26%,173047000 ,Nov 02 2020,20200829,11836414800 
20200828,JB Hunt Transport Services Inc,JBHT,NASDAQ,141.75,Trucking,Transportation,142.8,141.38 - 143.66,9.24B,143.53,75.29 - 144.35,4.58,534887,14.96B,1.08 (0.76%),827099,29.96,0.96,32.60%,105507223 ,Oct 16 2020,20200829,14955648860 
20200828,Pinnacle West Capital Corp,PNW,NYSE,73.48,Electric Utilities,Utilities,73.23,72.73 - 73.92,3.45B,73.59,60.14 - 105.51,4.22,528753,8.27B,3.13 (4.27%),1064605,18.49,0.34,-22.88%,112556967 ,Oct 30 2020,20200829,8270685935 
20200828,F5 Networks Inc,FFIV,NASDAQ,130.27,Software & Programming,Technology,128.76,129.33 - 131.34,2.33B,129.5,80 - 156.36,5.32,521811,7.97B,N/A (N/A),829682,25.55,1.03,1.68%,61173109 ,Oct 21 2020,20200829,7969020909 
20200828,McKesson Corporation,MCK,NYSE,153.87,Biotechnology & Drugs,Healthcare,154.26,152.23 - 154.58,231B,154.26,112.6 - 172.18,5.48,517535,24.96B,1.68 (1.09%),1136235,28.97,0.79,11.53%,162189761 ,Oct 28 2020,20200829,24956138525 
20200828,Northrop Grumman Corporation,NOC,NYSE,344.75,Communications Equipment,Technology,347.54,342.27 - 348.55,34.7B,347.78,263.31 - 385,14.22,513503,57.47B,5.80 (1.67%),907427,24.05,0.78,-6.30%,166714063 ,Oct 21 2020,20200829,57474673219 
20200828,Rambus Inc,RMBS,NASDAQ,13.66,Semiconductors,Technology,13.27,13.25 - 13.66,241.27M,13.39,9.01 - 16.98,-0.41,512112,1.55B,N/A (N/A),721373,N/A,1.01,12.06%,113743652 ,Oct 26 2020,20200829,1553738286 
20200828,S&P Global Inc,SPGI,NYSE,366.83,Computer Services,Technology,363.98,363.25 - 367.07,7.15B,365.63,186.46 - 367.41,10.61,509904,88.41B,2.68 (0.74%),970041,33.21,1.04,40.68%,241000000 ,Oct 28 2020,20200829,88406030000 
20200828,ACI Worldwide Inc,ACIW,NASDAQ,29.83,Software & Programming,Technology,29.72,29.44 - 29.97,1.35B,29.97,20.28 - 39.37,0.65,509638,3.47B,N/A (N/A),634307,47.58,1.33,0.71%,116388958 ,Nov 05 2020,20200829,3471882617 
20200828,Illumina Inc,ILMN,NASDAQ,354,Scientific & Technical Instr.,Technology,351.11,350.59 - 354.28,3.35B,351.58,197 - 404.2,4.67,507945,51.68B,N/A (N/A),868102,74.4,0.93,24.18%,146000000 ,Oct 27 2020,20200829,51684000000 
20200828,Air Products and Chemicals Inc,APD,NYSE,296.76,Chemical Manufacturing,Basic Materials,292.75,293.16 - 297.11,8.82B,293.38,167.43 - 298.88,8.63,502700,65.55B,5.36 (1.83%),1093226,33.6,0.93,32.22%,220894376 ,Oct 29 2020,20200829,65552615022 
20200828,DexCom Inc,DXCM,NASDAQ,418.95,Medical Equipment & Supplies,Healthcare,427.75,417.8 - 431.02,1.72B,428.32,138.28 - 456.23,2.19,502277,40.11B,N/A (N/A),990065,194.58,0.85,143.49%,95742207 ,Nov 04 2020,20200829,40111197623 
20200828,Beacon Roofing Supply Inc,BECN,NASDAQ,33.52,Constr. - Supplies & Fixtures,Capital Goods,32.12,32.24 - 33.61,6.96B,32.43,11.66 - 36.78,-2.17,501360,2.31B,N/A (N/A),498412,N/A,1.95,7.85%,68877565 ,Dec 01 2020,20200829,2308775979 
20200828,Ameriprise Financial Inc,AMP,NYSE,158.89,Investment Services,Financial,159.1,156.96 - 160.02,12.21B,160.02,80.08 - 180.85,19.13,498893,19.11B,4.16 (2.61%),874913,8.35,1.83,23.72%,120268867 ,Oct 27 2020,20200829,19109520278 
20200828,Brunswick Corporation,BC,NYSE,62.1,Recreational Products,Consumer Cyclical,61.29,61.33 - 62.76,3.85B,61.91,25.22 - 73.98,-0.04,496605,4.92B,0.96 (1.57%),904708,N/A,2.13,34.59%,79161762 ,Oct 22 2020,20200829,4915945420 
20200828,Vericel Corp Ord,VCEL,NASDAQ,16.37,Biotechnology & Drugs,Healthcare,16.61,15.71 - 16.38,116.58M,16.37,6.86 - 19.57,0,492438,740.75M,N/A (N/A),543671,5792.45,2.98,-3.02%,45250402 ,Nov 10 2020,20200829,740749081 
20200828,Magna International Inc,MGA,NYSE,50.67,Auto & Truck Parts,Consumer Cyclical,50.27,50.18 - 50.77,31.66B,50.45,22.79 - 57.09,-0.62,491045,15.13B,1.60 (3.18%),871706,N/A,1.67,1.87%,298624236 ,Nov 05 2020,20200829,15131290038 
20200828,Capitol Federal Financial Inc,CFFN,NASDAQ,9.41,Regional Banks,Financial,9.41,9.28 - 9.48,162.44M,9.48,9.28 - 14.57,0.5,483996,1.33B,0.34 (3.65%),677248,20.11,0.45,-30.04%,141515596 ,Oct 28 2020,20200829,1331661758 
20200828,Genuine Parts Co,GPC,NYSE,94.88,Auto & Truck Parts,Consumer Cyclical,93.65,93.4 - 94.89,17.64B,93.94,49.68 - 108.58,-0.02,482652,13.69B,3.16 (3.37%),723652,N/A,1.12,5.90%,144264189 ,Oct 15 2020,20200829,13687786252 
20200828,AcelRx Pharmaceuticals Inc,ACRX,NASDAQ,1.23,Biotechnology & Drugs,Healthcare,1.19,1.18 - 1.23,4.39M,1.19,0.701 - 2.8,-0.62,479206,111.1M,N/A (N/A),1226010,N/A,1.88,-47.66%,90324147 ,Oct 29 2020,20200829,111098701 
20200828,Coherus BioSciences Inc,CHRS,NASDAQ,19.38,Biotechnology & Drugs,Healthcare,18.97,19.02 - 19.4,487.39M,19.16,10.89 - 23.91,2.27,471989,1.39B,N/A (N/A),1286946,8.39,1.97,-11.43%,71470437 ,Nov 04 2020,20200829,1385097069 
20200828,Cirrus Logic Inc,CRUS,NASDAQ,61.17,Semiconductors,Technology,60.4,60.26 - 61.35,1.29B,60.63,47.14 - 91.63,2.87,471755,3.57B,N/A (N/A),957202,21.05,0.92,15.07%,58392848 ,Oct 28 2020,20200829,3571890512 
20200828,Liberty Global PLC,LBTYA,NASDAQ,23.68,Broadcasting & Cable TV,Services,23.42,23.36 - 23.69,11.42B,23.42,15.23 - 28.48,-0.79,470895,14.06B,N/A (N/A),1293442,N/A,1.25,-10.30%,593644798 ,Nov 04 2020,20200829,14057508817 
20200828,Autoliv Inc,ALV,NYSE,79.07,Auto & Truck Parts,Consumer Cyclical,77.46,78.3 - 79.4,7.11B,78.3,38.16 - 87.01,1.61,469158,6.91B,2.48 (5.39%),490019,44.79,1.88,16.35%,87331791 ,Oct 23 2020,20200829,6905324714 
20200828,Hope Bancorp Inc,HOPE,NASDAQ,8.58,Regional Banks,Financial,8.6,8.47 - 8.67,336.43M,8.67,7.06 - 15.51,1.1,467587,1.06B,0.56 (6.64%),1000610,8.12,1.67,-36.02%,123251713 ,Oct 21 2020,20200829,1057499698 
20200828,RPC Inc,RES,NYSE,3.22,Oil Well Services & Equipment,Energy,3.09,3.06 - 3.27,862.32M,3.13,1.72 - 6.81,-1.29,467227,692.7M,0.20 (5.78%),849517,N/A,2.2,-40.59%,215123252 ,Oct 21 2020,20200829,692696871 
20200828,Axon Enterprise Inc,AAXN,NASDAQ,83.84,Aerospace & Defense,Capital Goods,85.39,83.29 - 85.97,591.11M,85.39,49.8 - 104.82,-0.55,464023,5.32B,N/A (N/A),1128509,N/A,0.59,36.70%,63475579 ,Nov 10 2020,20200829,5321792543 
20200828,Carter's Inc,CRI,NYSE,82.95,Retail (Apparel),Services,81.64,80.94 - 83.22,3.21B,81.88,60.17 - 112.45,2.52,455891,3.62B,1.6 (3.25%),606030,33.36,1.29,-10.59%,43635081 ,Oct 22 2020,20200829,3619529969 
20200828,Sohu.Com Inc,SOHU,NASDAQ,21.13,Computer Services,Technology,20.89,20.69 - 21.5,1.8B,20.99,5.41 - 25.71,-2.01,452385,828.9M,N/A (N/A),919903,N/A,2.58,101.62%,39228538 ,Nov 09 2020,20200829,828899008 
20200828,International Flavors & Fragrances Inc,IFF,NYSE,124.47,Food Processing,Consumer/Non-Cyclical,123.58,122.23 - 125.09,5.1B,123.87,92.14 - 143.87,3.72,451908,13.31B,3.08 (2.49%),845294,33.11,1.05,14.44%,106932557 ,Nov 09 2020,20200829,13309895370 
20200828,AudioCodes Ltd,AUDC,NASDAQ,30.94,Communications Equipment,Technology,31.68,30.61 - 31.89,209.75M,31.68,9 - 44.94,0.24,450812,1.04B,0.27 (0.83%),751664,152.56,0.75,76%,32578190 ,Nov 03 2020,20200829,1007969199 
20200828,Brown Forman,BFb,NYSE,73.6,Beverages (Alcoholic),Consumer/Non-Cyclical,72.9,72.15 - 73.61,3.36B,72.99,44.68 - 73.61,1.72,448756,34.81B,0.70 (0.96%),777065,41.32,0.75,25.06%,472991321 ,Sep 02 2020,20200829,34812161226 
20200828,Honda Motor Co Ltd ADR,HMC,NYSE,25.71,Auto & Truck Manufacturers,Consumer Cyclical,25.36,25.48 - 25.72,287.29B,25.65,19.38 - 29.44,1.07,444238,44.44B,1.05 (3.45%),709360,23.8,0.89,9.50%,1726646156 ,Nov 03 2020,20200829,44392072671 
20200828,Blackbaud Inc,BLKB,NASDAQ,65.78,Software & Programming,Technology,63.84,65 - 66.27,914.57M,65.9,38.27 - 95.59,0.46,441438,3.26B,0.36 (0.83%),418264,137.87,1.15,-27.23%,49575132 ,Nov 02 2020,20200829,3261052183 
20200828,BlackRock Inc,BLK,NYSE,601.06,Investment Services,Financial,594.98,592.09 - 601.31,15.03B,595.61,324.86 - 601.16,28.4,436069,91.65B,14.52 (2.44%),676886,20.72,1.27,42.42%,152483559 ,Oct 20 2020,20200829,91651767973 
20200828,Boston Private Financial Holdings,BPFH,NASDAQ,6.07,Regional Banks,Financial,5.95,5.9 - 6.13,186.08M,6.04,5.18 - 13.08,0.47,434244,498.93M,0.24 (4.11%),516055,13.42,1.08,-42.46%,82196822 ,Oct 14 2020,20200829,498934710 
20200828,Alliance Resource Partners LP,ARLP,NASDAQ,3.42,Coal,Energy,3.29,3.27 - 3.44,1.52B,3.28,2.7 - 16.74,-1,433847,435.01M,1.48 (42.67%),709961,N/A,1.72,-77.57%,127195219 ,Nov 02 2020,20200829,435007649 
20200828,Liveramp Holdings Inc,RAMP,NYSE,55.65,Computer Services,Technology,54.72,54.5 - 55.68,397.5M,54.9,23.44 - 56.33,-1.56,432330,3.67B,N/A (N/A),758297,N/A,1.54,32.56%,65877515 ,Nov 05 2020,20200829,3666083710 
20200828,Celsion Corp,CLSN,NASDAQ,1.02,Biotechnology & Drugs,Healthcare,1.01,1 - 1.04,480K,1.01,0.69 - 6.5,-0.86,431345,32.56M,N/A (N/A),3456466,N/A,2.18,-43.65%,31923768 ,Nov 11 2020,20200829,32562243 
20200828,Globe Life Inc,GL,NYSE,84.82,Insurance (Life),Financial,85.09,84.45 - 85.77,4.62B,85.77,56.74 - 111.43,6.64,430649,9.03B,0.75 (0.88%),534365,12.87,1.12,-3.69%,106512688 ,Oct 27 2020,20200829,9034406196 
20200828,Nasdaq Inc,NDAQ,NASDAQ,131.84,Investment Services,Financial,131.85,131.43 - 132.62,4.91B,132.62,71.66 - 135.51,4.78,428314,21.66B,1.96 (1.48%),689271,27.02,0.78,32.14%,164258414 ,Oct 21 2020,20200829,21655829302 
20200828,M&T Bank Corp,MTB,NYSE,106.4,Regional Banks,Financial,105.87,105.37 - 107,3.17B,106.99,85.24 - 174,10.74,426133,13.65B,4.40 (4.16%),852382,10.17,1.2,-27.76%,128280043 ,Oct 14 2020,20200829,13648996575 
20200828,Nabors Industries Ltd,NBR,NYSE,40.86,Oil Well Services & Equipment,Energy,38.61,38.68 - 41.07,2.72B,39.21,9.79 - 167.5,-135.8,421465,298.11M,2.00 (16.09%),909917,N/A,3.41,-55.59%,7295792 ,Nov 03 2020,20200829,298106061 
20200828,Align Technology Inc,ALGN,NASDAQ,300.58,Medical Equipment & Supplies,Healthcare,305.64,299.8 - 306.24,2.16B,306,128.26 - 326.36,21.51,418788,23.68B,N/A (N/A),833832,14.27,1.98,67.04%,78786683 ,Oct 21 2020,20200829,23681701176 
20200828,Cohu Inc,COHU,NASDAQ,18.03,Semiconductors,Technology,16.87,17.23 - 18.26,568.51M,17.44,8.93 - 26.43,-1.18,417840,754.79M,0.18 (1.43%),221614,N/A,1.95,51.64%,41862920 ,Oct 29 2020,20200829,754788448 
20200828,ARCA Biopharma Inc,ABIO,NASDAQ,4.99,Biotechnology & Drugs,Healthcare,5.1,4.9 - 5.15,N/A,5.06,2.3 - 21.98,-3.08,415274,29.47M,N/A (N/A),932929,N/A,3.07,-12.13%,5905284 ,Nov 11 2020,20200829,29467367 
20200828,Cummins Inc,CMI,NYSE,208.72,Misc. Capital Goods,Capital Goods,207.67,206.63 - 209.42,20.21B,208.45,101.03 - 215.43,11.22,408820,30.82B,5.24 (2.53%),1121933,19.03,1.2,39.99%,147675521 ,Nov 03 2020,20200829,30822834743 
20200828,DRDGOLD Ltd ADR,DRD,NYSE,15.21,Gold & Silver,Basic Materials,14.93,14.81 - 15.59,79.66M,15.08,3.06 - 17.99,0.37,407933,1.31B,0.43 (2.90%),728007,37.66,0.89,239.51%,686954847 ,Sep 01 2020,20200829,10448583223 
20200828,Hershey Company,HSY,NYSE,149.2,Food Processing,Consumer/Non-Cyclical,148.7,147.19 - 149.27,7.95B,148.91,109.88 - 162.2,5.1,406957,31.04B,3.22 (2.16%),1153303,28.64,0.18,-5.56%,208022491 ,Oct 22 2020,20200829,31036955657 
20200828,CytRx Corp,CYTR,OTC Markets,0.57,Biotechnology & Drugs,Healthcare,0.45,0.394 - 0.69,N/A,0.45,0.21 - 0.847,-0.21,404380,19.17M,N/A (N/A),72799,N/A,1.92,78.13%,33637501 ,Aug 31 2020,20200829,19173376 
20200828,Moodys Corporation,MCO,NYSE,294.39,Business Services,Services,292.16,291.63 - 294.98,5.2B,293.36,164.19 - 296.59,9.13,404103,55.26B,2.24 (0.77%),670874,30.77,1.15,36.06%,187695821 ,Oct 30 2020,20200829,55255772744 
20200828,Federated Investors Inc B,FHI,NYSE,24.55,Investment Services,Financial,24.83,24.42 - 25.15,1.42B,25.11,13.06 - 38.26,2.98,403780,2.46B,1.08 (4.35%),659888,8.75,1.28,-22.87%,100196143 ,Oct 22 2020,20200829,2459815311 
20200828,Dover Corporation,DOV,NYSE,111.38,Misc. Fabricated Products,Basic Materials,111.03,110.23 - 111.67,6.76B,111.16,62.95 - 120.26,4.62,398546,16.04B,1.98 (1.78%),811050,24.16,1.44,20.74%,143970164 ,Oct 15 2020,20200829,16035396866 
20200828,Commerce Bancshares Inc,CBSH,NASDAQ,59.59,Regional Banks,Financial,60.19,59.32 - 60.73,658.56M,60.73,45.51 - 71.92,2.64,389543,6.65B,1.08 (1.82%),438023,23.11,1.01,10.47%,111533322 ,Oct 08 2020,20200829,6646270658 
20200828,VeriSign Inc,VRSN,NASDAQ,208.14,Software & Programming,Technology,207.87,206.13 - 208.56,1.25B,207.89,148.77 - 221.3,6.74,386568,23.91B,N/A (N/A),655673,30.75,0.87,1.06%,114853683 ,Oct 22 2020,20200829,23905645580 
20200828,RR Donnelley & Sons Co,RRD,NYSE,1.35,Printing Services,Services,1.34,1.3 - 1.36,5.82B,1.36,0.72 - 4.83,-2.06,379891,96.39M,0.09 (13.05%),1411753,N/A,2.67,-42.06%,71400000 ,Nov 03 2020,20200829,96390000 
20200828,O'Reilly Automotive Inc,ORLY,NASDAQ,462.95,Auto & Truck Parts,Consumer Cyclical,462.58,458.94 - 465.87,10.72B,462.32,251.51 - 487.7,20.41,379162,34.29B,N/A (N/A),552898,22.72,1.12,20.11%,74064777 ,Oct 21 2020,20200829,34288288512 
20200828,Unisys Corporation,UIS,NYSE,11.77,Computer Services,Technology,11.74,11.57 - 11.84,2.45B,11.83,6.41 - 18.13,-2.46,375258,741.71M,N/A (N/A),577261,N/A,0.64,72.83%,63017239 ,Oct 27 2020,20200829,741712903 
20200828,Whirlpool Corporation,WHR,NYSE,178.88,Appliance & Tool,Consumer Cyclical,177.83,177.96 - 179.67,18.84B,178.44,64 - 185.96,14.11,375140,11.14B,4.80 (2.70%),723644,12.83,2.13,30.08%,62293822 ,Oct 21 2020,20200829,11143118879 
20200828,Arch Resources Inc,ARCH,NYSE,38.17,Coal,Energy,35.24,35.2 - 38.26,1.89B,35.62,21.8 - 89.42,0.84,371952,578.13M,1.4 (7.70%),343482,40.55,1.02,-49.34%,15146224 ,Oct 27 2020,20200829,578131370 
20200828,ITT Inc,ITT,NYSE,64.04,Misc. Capital Goods,Capital Goods,63.04,62.39 - 64.04,2.61B,63.18,35.41 - 75.56,3.57,371090,5.53B,0.68 (1.07%),533166,17.53,1.63,13.22%,86400000 ,Oct 30 2020,20200829,5533056000 
20200828,Consolidated Communications,CNSL,NASDAQ,8.13,Communications Services,Services,8.21,7.92 - 8.24,1.32B,8.17,3.24 - 8.81,0.32,368682,593.59M,N/A (N/A),454130,24.54,1.24,100.49%,73057683 ,Oct 29 2020,20200829,593958963 
20200828,Curis Inc,CRIS,NASDAQ,1.08,Biotechnology & Drugs,Healthcare,1.11,1.08 - 1.13,11.22M,1.1,0.62 - 3.53,-0.9,359668,58.18M,N/A (N/A),3935552,N/A,2.34,-42.55%,53867875 ,Oct 29 2020,20200829,58177305 
20200828,News Corp B,NWS,NASDAQ,15.24,Printing & Publishing,Services,15.02,14.91 - 15.24,9.01B,14.95,7.88 - 15.55,-2.16,359258,8.97B,0.20 (1.34%),461194,N/A,1.54,7.40%,588623948 ,Nov 05 2020,20200829,8970628968 
20200828,Cincinnati Financial Corporation,CINF,NASDAQ,80.39,Insurance (Prop. & Casualty),Financial,80.46,79.67 - 81.09,6.47B,81.09,46.07 - 118.19,3.36,356579,12.93B,2.40 (3.06%),1194641,23.85,0.58,-28.66%,160853505 ,Oct 22 2020,20200829,12931013267 
20200828,Jacobs Engineering Group Inc,J,NYSE,89.46,Construction Services,Capital Goods,89.08,88.45 - 89.51,16.8B,89.39,59.29 - 104,2.59,354108,11.65B,0.76 (0.85%),812167,34.72,0.95,1.90%,130208041 ,Nov 24 2020,20200829,11648411348 
20200828,Sarepta Therapeutics Inc,SRPT,NASDAQ,147.46,Biotechnology & Drugs,Healthcare,149.34,146.78 - 150.57,450.18M,149.39,72.05 - 175,-7.03,352954,11.58B,N/A (N/A),796115,N/A,1.94,62.33%,78505415 ,Oct 21 2020,20200829,11576408496 
20200828,Ebix Inc,EBIX,NASDAQ,24.75,Software & Programming,Technology,23.18,23.08 - 24.91,542.6M,23.47,8.75 - 46.12,2.95,351434,755.52M,0.30 (1.23%),342172,8.73,2.14,-30.03%,30526202 ,Nov 04 2020,20200829,755523500 
20200828,Atlas Air Worldwide Holdings,AAWW,NASDAQ,57.19,Misc. Transportation,Transportation,56.4,56.4 - 57.51,2.86B,56.67,14.97 - 61.6,-9.62,349983,1.49B,N/A (N/A),509723,N/A,1.74,120.39%,26136036 ,Oct 29 2020,20200829,1494719899 
20200828,Cintas Corporation,CTAS,NASDAQ,333.88,Personal Services,Services,328.78,328.7 - 334.6,8.9B,328.7,154.33 - 334.6,8.09,345602,34.56B,2.55 (0.81%),523722,39.1,1.5,26.18%,103499012 ,Sep 29 2020,20200829,34556250127 
20200828,Allegiant Travel Company,ALGT,NASDAQ,132.99,Airline,Transportation,131.55,131.85 - 135.65,1.44B,132.75,61.02 - 183.26,-1.52,340141,2.16B,2.1 (4.22%),258750,N/A,1.47,-6.01%,16242332 ,Oct 21 2020,20200829,2160067733 
20200828,China Jo-Jo Drugstores Inc,CJJD,NASDAQ,1.12,Retail (Drugs),Services,1.15,1.12 - 1.156,123.09M,1.15,1.08 - 3.45,-0.18,339909,42.52M,N/A (N/A),2967800,N/A,0.43,3.70%,37961790 ,Nov 12 2020,20200829,42517205 
20200828,Charles & Colvard Ltd,CTHR,NASDAQ,0.689,Misc. Fabricated Products,Basic Materials,0.68,0.676 - 0.715,32.37M,0.694,0.6 - 1.66,-0.17,338879,19.97M,N/A (N/A),339414,N/A,0.23,-48.20%,28981910 ,Sep 03 2020,20200829,19968536 
