closedday,company_name,ticker,market,price,industry,sector,prevclose,daysrange,revenue,open,wk52range,eps,volume,marketcap,dividend_yield,averagevol_3m,pe,beta,year1change,shares,nextearningsdate,crawling_YYYYMMDD,detailedmarketcap
20200828,Cabot Oil & Gas Corporation,COG,NYSE,18.95,Oil & Gas Operations,Energy,19.07,18.82 - 19.15,1.61B,19.1,13.06 - 22.67,0.79,2812106,7.55B,0.40 (2.10%),5195084,25.37,0.22,9.98%,398579881 ,Oct 23 2020,20200829,7553088745 
20200828,BioDelivery Sciences International,BDSI,NASDAQ,3.81,Biotechnology & Drugs,Healthcare,3.95,3.66 - 3.99,136.81M,3.99,2.85 - 7.21,0.05,2807224,384.56M,N/A (N/A),1100641,97.49,0.68,-11.19%,100934353 ,Nov 05 2020,20200829,384559885 
20200828,JC Penney Company Inc Holding,JCPNQ,OTC Markets,0.281,Retail (Department & Discount),Services,0.275,0.261 - 0.286,9.81B,0.278,0.14 - 1.26,-1.81,2799577,90.59M,N/A (N/A),12616043,N/A,1.54,-61.51%,322382095 ,Aug 31 2020,20200829,90589369 
20200828,Keurig Dr Pepper Inc,KDP,NYSE,30.07,Beverages (Nonalcoholic),Consumer/Non-Cyclical,29.93,29.68 - 30.09,11.28B,30,19 - 32,0.82,2795408,42.31B,0.60 (2.00%),4206407,36.47,0.63,10.39%,1407196228 ,Nov 05 2020,20200829,42314390576 
20200828,Public Service Enterprise Group Inc,PEG,NYSE,52.16,Electric Utilities,Utilities,52.29,51.56 - 52.36,9.61B,52.31,34.75 - 63.88,3.43,2792642,26.38B,1.96 (3.75%),2329352,16.08,0.61,-13.18%,505755584 ,Nov 03 2020,20200829,26380211261 
20200828,VMware Inc,VMW,NYSE,146.09,Software & Programming,Technology,142.9,139.21 - 147.79,11.72B,143.45,86 - 173.37,3.28,2791857,61.22B,N/A (N/A),1493406,41.44,0.67,7.63%,419050230 ,Nov 26 2020,20200829,61219048101 
20200828,ConAgra Foods Inc,CAG,NYSE,38.16,Food Processing,Consumer/Non-Cyclical,38.77,37.72 - 38.84,11.05B,38.77,22.83 - 39.34,1.72,2733617,18.64B,0.85 (2.19%),3086116,21.97,0.84,33.47%,488480114 ,Sep 24 2020,20200829,18640401150 
20200828,NiSource Inc,NI,NYSE,22.35,Electric Utilities,Utilities,22.18,21.86 - 22.39,4.9B,22.25,19.56 - 30.67,-0.31,2719850,8.56B,0.84 (3.79%),2932009,N/A,0.28,-24.08%,383023038 ,Oct 28 2020,20200829,8560564899 
20200828,CSX Corporation,CSX,NASDAQ,77.07,Railroads,Transportation,75.93,75.77 - 77.18,10.97B,75.97,46.81 - 80.62,3.72,2654548,58.96B,1.04 (1.38%),3543836,19.96,1.17,15.88%,765052549 ,Oct 20 2020,20200829,58962599951 
20200828,Aeterna Zentaris Inc,AEZS,NASDAQ,0.465,Biotechnology & Drugs,Healthcare,0.47,0.451 - 0.469,1.46M,0.46,0.37 - 2.3,-0.18,2630954,28.71M,N/A (N/A),4472086,N/A,1.56,-80.63%,62678613 ,Nov 05 2020,20200829,29145555 
20200828,Mattel Inc,MAT,NASDAQ,11.19,Recreational Products,Consumer Cyclical,11.1,10.95 - 11.25,4.28B,11.19,6.53 - 14.83,-0.72,2608425,3.88B,N/A (N/A),3324480,N/A,1.67,17.67%,346897357 ,Oct 15 2020,20200829,3881781425 
20200828,Teck Resources Ltd Class B,TECK,NYSE,11.78,Coal,Energy,11.36,11.44 - 11.86,215.31M,11.55,5.6 - 19.44,-2.66,2590860,6.26B,0.15 (1.34%),3699325,N/A,1.55,-30.05%,531053960 ,Oct 27 2020,20200829,6255815649 
20200828,Flex Ltd,FLEX,NASDAQ,10.86,Communications Equipment,Technology,10.55,10.51 - 10.87,23.19B,10.61,5.36 - 14,0.19,2556930,5.44B,N/A (N/A),4535144,59.69,1.84,13.36%,500888523 ,Oct 22 2020,20200829,5439649360 
20200828,Sysco Corporation,SYY,NYSE,61.89,Retail (Grocery),Services,60.03,60.06 - 62,52.89B,60.25,26 - 85.98,2.65,2564113,31.46B,1.80 (3.00%),3692944,22.49,1.2,-16.92%,508259075 ,Nov 09 2020,20200829,31456154152 
20200828,Pan American Silver Corp,PAAS,NASDAQ,35.72,Gold & Silver,Basic Materials,34.05,34.52 - 36.03,1.36B,34.9,10.61 - 40.08,0.01,2552762,7.5B,0.20 (0.58%),3682417,3076.08,1.53,96.48%,210002117 ,Nov 12 2020,20200829,7501275619 
20200828,Autobytel Inc,AUTO,NASDAQ,4.46,Advertising,Services,4.83,3.8 - 4.62,96.73M,4.46,0.52 - 4.99,-0.79,2554504,58.63M,N/A (N/A),742870,N/A,0.87,89.79%,13146831 ,Nov 05 2020,20200829,58634866 
20200828,Denny's Corp,DENN,NASDAQ,11.86,Restaurants,Services,10.99,10.98 - 12.02,374.95M,11.12,4.5 - 23.88,0.85,2549611,755.59M,N/A (N/A),1844809,12.55,1.37,-49.51%,63708958 ,Nov 03 2020,20200829,755588242 
20200828,Baxter International Inc,BAX,NYSE,86.03,Medical Equipment & Supplies,Healthcare,86.03,84.86 - 86.47,11.41B,86.39,69.1 - 95.19,1.4,2516443,43.55B,0.98 (1.14%),3114563,59.61,0.8,-1.68%,506231732 ,Oct 21 2020,20200829,43551115904 
20200828,EQT Corporation,EQT,NYSE,16.02,Oil & Gas - Integrated,Energy,16.15,15.93 - 16.33,3.6B,16.17,4.21 - 17.96,-7.71,2515978,4.09B,0.09 (1.55%),5209252,N/A,1.51,49.02%,255603156 ,Oct 22 2020,20200829,4094762559 
20200828,Fidelity National Information Services Inc,FIS,NYSE,152.47,Consumer Financial Services,Financial,151.2,150.32 - 152.52,12.2B,151.09,92 - 158.21,0.09,2512312,94.47B,1.40 (0.93%),3538051,1567.32,0.74,11.02%,619603482 ,Nov 03 2020,20200829,94470942901 
20200828,Yandex NV,YNDX,NASDAQ,65.25,Computer Services,Technology,64.59,65 - 66.19,4.07B,65.4,27.93 - 67.11,0.33,2509031,22.84B,N/A (N/A),2765188,182.45,1.63,77.02%,350074420 ,Oct 23 2020,20200829,22842355905 
20200828,CenterPoint Energy Inc,CNP,NYSE,19.95,Natural Gas Utilities,Utilities,19.76,19.61 - 19.98,9.71B,19.85,11.59 - 30.71,-1.26,2492920,10.87B,0.60 (3.04%),8062465,N/A,0.99,-27.77%,544818974 ,Nov 05 2020,20200829,10869138531 
20200828,BGC Partners Inc,BGCP,NASDAQ,2.61,Investment Services,Financial,2.5,2.5 - 2.62,2.13B,2.52,2.07 - 6.14,0.06,2493346,938.65M,0.04 (1.65%),4275717,48.68,1.82,-48.42%,359635268 ,Oct 22 2020,20200829,938648049 
20200828,H&R Block Inc,HRB,NYSE,14.89,Personal Services,Services,14.76,14.42 - 14.94,2.64B,14.8,11.29 - 25.44,0.1,2430336,2.87B,1.04 (7.05%),3293975,158.52,0.85,-38.90%,192853203 ,Sep 01 2020,20200829,2871584193 
20200828,Healthpeak Properties Inc,PEAK,NYSE,28.46,Real Estate Operations,Services,28.05,27.53 - 28.49,2.24B,28.01,18.63 - 37.93,0.61,2429480,15.32B,1.48 (5.28%),4311527,44.31,0.66,-18.10%,538319339 ,Oct 28 2020,20200829,15320568388 
20200828,Welltower Inc,WELL,NYSE,59.45,Real Estate Operations,Services,57.92,57.14 - 59.47,4.98B,58.02,24.31 - 93.17,0.74,2425339,24.81B,2.44 (4.21%),3006503,76.76,0.83,-33.71%,417300700 ,Oct 28 2020,20200829,24808526615 
20200828,National Oilwell Varco Inc,NOV,NYSE,12.32,Oil Well Services & Equipment,Energy,12.07,12 - 12.4,7.79B,12.11,8 - 25.81,-7.23,2423454,4.78B,0.15 (1.66%),5233895,N/A,1.89,-38.71%,388265636 ,Oct 26 2020,20200829,4783432636 
20200828,Ingersoll Rand Inc,IR,NYSE,35.76,Misc. Capital Goods,Capital Goods,35.29,35.21 - 35.84,3.27B,35.39,17.02 - 38.96,-0.24,2421091,14.91B,2.12 (1.60%),3465421,N/A,N/A,25.52%,417059081 ,Oct 22 2020,20200829,14914032737 
20200828,Best Buy Co Inc,BBY,NYSE,111.23,Retail (Technology),Services,111.22,110.11 - 111.7,43.43B,111.68,48.16 - 119.43,5.41,2366570,28.73B,2.20 (1.98%),2693172,20.24,1.67,75.19%,258309045 ,Nov 19 2020,20200829,28731715075 
20200828,PulteGroup Inc,PHM,NYSE,45.32,Construction Services,Capital Goods,45.75,45.19 - 46.42,10.62B,46.02,17.12 - 47.97,4.25,2356627,12.15B,0.48 (1.05%),3323324,10.61,1.48,34.56%,268177660 ,Oct 27 2020,20200829,12153811551 
20200828,3D Systems Corporation,DDD,NYSE,5.41,Computer Peripherals,Technology,5.31,5.23 - 5.48,566.61M,5.3,5.19 - 12.56,-0.68,2356701,647.62M,N/A (N/A),2236850,N/A,1.63,-21.37%,119708056 ,Nov 03 2020,20200829,647620583 
20200828,Amyris Inc,AMRS,NASDAQ,3.38,Chemical Manufacturing,Basic Materials,3.19,3.16 - 3.415,134.62M,3.18,1.4 - 6.06,-2.2,2364429,691.99M,N/A (N/A),2704417,N/A,0.57,-9.38%,204730979 ,Nov 05 2020,20200829,691990709 
20200828,Fastenal Company,FAST,NASDAQ,48.84,Constr. & Agric. Machinery,Capital Goods,48.35,48.33 - 48.88,5.53B,48.53,26.72 - 48.87,1.45,2353296,28.02B,1.00 (2.08%),3769109,33.08,1.18,59.92%,573626327 ,Oct 13 2020,20200829,28015909811 
20200828,Patterson-UTI Energy Inc,PTEN,NASDAQ,3.97,Oil Well Services & Equipment,Energy,3.85,3.83 - 4.03,1.79B,3.87,1.61 - 11.19,-4.84,2341719,744M,0.08 (2.07%),6601595,N/A,2.86,-55.29%,187406100 ,Oct 22 2020,20200829,744002217 
20200828,Mylan NV,MYL,NASDAQ,16.23,Biotechnology & Drugs,Healthcare,16.18,16.06 - 16.26,11.5B,16.16,12.75 - 23.11,0.52,2333849,8.39B,N/A (N/A),5397080,30.92,1.54,-18.44%,516946981 ,Nov 09 2020,20200829,8390049502 
20200828,Archer-Daniels-Midland Company,ADM,NYSE,44.9,Food Processing,Consumer/Non-Cyclical,44.72,44.27 - 44.97,64.31B,44.7,28.92 - 47.2,3.22,2279087,24.95B,1.44 (3.22%),2519624,13.87,0.98,19%,555646889 ,Oct 28 2020,20200829,24948545316 
20200828,Akorn Inc,AKRXQ,OTC Markets,0.034,Biotechnology & Drugs,Healthcare,0.036,0.033 - 0.045,663.5M,0.036,0.015 - 5.4,-2.79,2273486,4.54M,N/A (N/A),4917028,N/A,0.96,-98.84%,133407696 ,Oct 29 2020,20200829,4535862 
20200828,Discover Financial Services,DFS,NYSE,54.25,Consumer Financial Services,Financial,53.71,53.24 - 54.39,6.62B,54.07,23.27 - 87.43,3.17,2253874,16.62B,1.76 (3.28%),4201840,17.13,1.91,-32.19%,306421150 ,Oct 27 2020,20200829,16623347388 
20200828,Discovery Communications C Inc,DISCK,NASDAQ,20.68,Motion Pictures,Services,20.61,20.53 - 20.76,10.78B,20.62,15.43 - 31.2,1.98,2186329,10.48B,N/A (N/A),2485907,11.43,1.44,-20.80%,506888843 ,Nov 05 2020,20200829,10482461273 
20200828,Seagate Technology PLC,STX,NASDAQ,46.6,Computer Storage Devices,Technology,45.55,45.5 - 46.89,10.51B,45.85,39.02 - 64.17,3.79,2181749,12B,2.60 (5.69%),3298141,11.89,1.05,-4.74%,257461532 ,Oct 30 2020,20200829,11997707391 
20200828,CH Robinson Worldwide Inc,CHRW,NASDAQ,98.73,Misc. Transportation,Transportation,98.26,97.6 - 98.88,15.08B,98.31,56.94 - 99.22,3.43,2159071,13.31B,2.04 (2.10%),1609323,27.69,0.64,17.37%,134823403 ,Nov 03 2020,20200829,13311114578 
20200828,Iron Mountain Incorporated,IRM,NYSE,30.34,Misc. Transportation,Transportation,30.45,30.01 - 30.47,4.19B,30.46,21 - 34.49,0.7,2141317,8.74B,2.47 (8.12%),3227600,42.34,0.72,-4.65%,288148319 ,Oct 29 2020,20200829,8742419998 
20200828,Analog Devices Inc,ADI,NASDAQ,119.58,Semiconductors,Technology,119.04,118.29 - 119.62,5.52B,119.13,79.11 - 127.39,3,2123116,44.12B,2.48 (2.07%),3086094,39.12,1.33,9.69%,368954425 ,Dec 01 2020,20200829,44119570142 
20200828,Eli Lilly and Company,LLY,NYSE,147.34,Biotechnology & Drugs,Healthcare,148.97,146.98 - 149.15,22.95B,148.84,101.36 - 170.67,6.15,2102621,140.93B,2.96 (1.99%),3333052,24.42,0.2,31.26%,956470372 ,Oct 27 2020,20200829,140926000000 
20200828,Maxim Integrated Products Inc,MXIM,NASDAQ,70.22,Semiconductors,Technology,70.04,69.62 - 70.39,2.19B,69.86,41.93 - 73.5,2.43,2096897,18.73B,1.92 (2.73%),3424149,28.18,1.38,30.18%,266684468 ,Oct 15 2020,20200829,18726583343 
20200828,Xcel Energy Inc,XEL,NASDAQ,68.65,Electric Utilities,Utilities,68.63,67.63 - 68.69,11.21B,68.58,46.58 - 72.99,2.67,2082454,36.06B,1.72 (2.52%),2585755,26.48,0.29,6.27%,525342304 ,Oct 22 2020,20200829,36064749170 
20200828,DuPont Inc,DD,NYSE,57.18,Chemical Manufacturing,Basic Materials,56.58,56.3 - 57.26,20.68B,56.82,28.33 - 73.77,-3.56,2076234,41.96B,1.20 (2.12%),4772236,N/A,N/A,-13.06%,733827575 ,Oct 29 2020,20200829,41960260739 
20200828,Ventas Inc,VTR,NYSE,42.72,Real Estate Operations,Services,41.7,41.31 - 42.75,3.93B,41.8,13.35 - 75.4,0.48,2080082,15.94B,1.80 (4.32%),3413255,83.74,1.1,-41.97%,373087555 ,Oct 23 2020,20200829,15938300350 
20200828,Intercontinental Exchange Inc,ICE,NYSE,105.56,Investment Services,Financial,105.01,104.84 - 105.85,5.59B,105.73,63.51 - 105.99,3.86,2053359,57.35B,1.20 (1.14%),2971040,26.55,0.57,13.77%,543276671 ,Oct 28 2020,20200829,57348285391 
20200828,Emerson Electric Company,EMR,NYSE,70.65,Scientific & Technical Instr.,Technology,69.59,69.27 - 70.93,17.2B,69.61,37.75 - 78.38,3.2,2049656,42.22B,2.00 (2.87%),2938971,21.77,1.51,19.46%,597591921 ,Nov 03 2020,20200829,42219869219 
20200828,Teradyne Inc,TER,NASDAQ,85.73,Semiconductors,Technology,84.78,84.36 - 85.9,2.78B,85.44,42.93 - 93.44,3.47,2035296,14.23B,0.40 (0.45%),2022459,25.99,1.33,62.83%,166032335 ,Oct 21 2020,20200829,14233952080 
20200828,Akamai Technologies Inc,AKAM,NASDAQ,115.63,Software & Programming,Technology,114.06,114.45 - 117.84,3.04B,114.99,75.18 - 117.78,3.3,2028465,18.81B,N/A (N/A),1780922,32.7,0.29,29.37%,162704861 ,Nov 02 2020,20200829,18813563077 
20200828,DXC Technology Co,DXC,NYSE,20.56,Software & Programming,Technology,19.76,19.79 - 20.59,19.19B,19.96,7.9 - 38.37,-22.47,2033606,5.23B,0.84 (4.75%),4311273,N/A,2.45,-37.62%,254194590 ,Nov 10 2020,20200829,5226240770 
20200828,Interpublic Group of Companies Inc,IPG,NYSE,18.54,Advertising,Services,18.4,18.16 - 18.56,9.73B,18.42,11.63 - 25.2,1.15,2000166,7.23B,1.02 (5.54%),4193383,16.36,1.03,-7.30%,389922896 ,Oct 27 2020,20200829,7229170492 
20200828,CNX Resources Corp,CNX,NYSE,11.3,Oil & Gas - Integrated,Energy,11.24,11.09 - 11.37,1.19B,11.22,4.26 - 14.19,-3.29,2001783,2.12B,N/A (N/A),4218568,N/A,1.65,39.68%,187431849 ,Nov 03 2020,20200829,2117979894 
20200828,Franklin Resources Inc,BEN,NYSE,21.33,Investment Services,Financial,21.35,21.06 - 21.52,5.39B,21.52,14.91 - 30.2,2.05,2000836,10.57B,1.08 (5.06%),3546358,10.71,1.27,-19.05%,495356614 ,Oct 22 2020,20200829,10565956577 
20200828,MGIC Investment Corporation,MTG,NYSE,9.18,Insurance (Prop. & Casualty),Financial,9.11,9.12 - 9.25,1.23B,9.19,4.34 - 15.24,1.44,1998474,3.11B,0.24 (2.63%),5240561,6.02,1.88,-26.91%,338573493 ,Oct 14 2020,20200829,3108104666 
20200828,Newell Brands Inc,NWL,NASDAQ,16.22,Personal & Household Prods.,Consumer/Non-Cyclical,15.96,15.92 - 16.27,9.42B,16.08,10.44 - 20.99,-2.6,2002439,6.88B,0.92 (5.75%),3506788,N/A,1.09,-1.40%,424300000 ,Oct 30 2020,20200829,6882146000 
20200828,Juniper Networks Inc,JNPR,NYSE,24.06,Communications Equipment,Technology,23.87,23.83 - 24.11,4.43B,23.83,15.2 - 26.48,1.02,1973827,7.98B,0.80 (3.35%),3106240,24.25,0.96,3.84%,331750363 ,Oct 22 2020,20200829,7981913734 
20200828,Fluor Corporation,FLR,NYSE,9.66,Construction Services,Capital Goods,9.72,9.33 - 9.85,10.62B,9.76,2.85 - 22.49,-9.81,1964014,1.35B,0.84 (4.21%),2490683,N/A,2.92,-44.16%,140174400 ,Aug 31 2020,20200829,1354084704 
20200828,Marsh & McLennan Companies Inc,MMC,NYSE,114,Insurance (Miscellaneous),Financial,114.68,113.43 - 115.42,17.07B,115.36,74.33 - 119.88,3.96,1962042,57.74B,1.86 (1.62%),1801368,29.48,0.86,14.92%,506529315 ,Oct 22 2020,20200829,57744341910 
20200828,Prologis Inc,PLD,NYSE,102.49,Real Estate Operations,Services,101.9,101.22 - 102.63,4.01B,102.63,59.82 - 106.72,2.58,1941778,75.72B,2.32 (2.28%),3109142,39.62,0.96,22.42%,738768000 ,Oct 20 2020,20200829,75716332320 
20200828,Nuance Communications Inc,NUAN,NASDAQ,29.67,Software & Programming,Technology,29.66,29.62 - 29.91,2.01B,29.85,13.56 - 30.28,0.54,1939986,8.38B,N/A (N/A),3523687,53.47,1.03,75.67%,282302995 ,Nov 23 2020,20200829,8375929862 
20200828,Adobe Systems Incorporated,ADBE,NASDAQ,516.44,Software & Programming,Technology,510.32,510.94 - 518.8,12.05B,512.33,255.25 - 533.65,7.59,1926261,247.72B,N/A (N/A),2816921,58.97,0.89,80.18%,479665239 ,Sep 15 2020,20200829,247718000000 
20200828,Becton Dickinson and Company,BDX,NYSE,242.8,Medical Equipment & Supplies,Healthcare,246.57,240.9 - 247.38,16.92B,247.13,197.75 - 286.72,2.84,1914485,70.38B,3.16 (1.28%),1642943,90.92,0.95,-4.80%,289868551 ,Nov 10 2020,20200829,70380084183 
20200828,Town Sports International Holdings,CLUB,NASDAQ,0.64,Recreational Activities,Services,0.591,0.57 - 0.675,350.16M,0.61,0.3 - 3,-0.7,1885945,19M,N/A (N/A),1906078,N/A,2.4,-67.06%,29715140 ,Aug 31 2020,20200829,19017690 
20200828,Clorox Co,CLX,NYSE,217.13,Personal & Household Prods.,Consumer/Non-Cyclical,220.69,215.62 - 220.7,6.72B,219.99,144.12 - 239.85,7.36,1879839,27.4B,4.44 (2.01%),1487036,30.49,0.25,36.35%,126213551 ,Oct 28 2020,20200829,27404748329 
20200828,SSR Mining Inc,SSRM,NASDAQ,21.06,Gold & Silver,Basic Materials,20.26,20.42 - 21.32,582.39M,20.45,9 - 25.2,0.47,1877608,2.6B,N/A (N/A),1890229,42.01,1.06,28.89%,123339740 ,Nov 10 2020,20200829,2597534924 
20200828,First Solar Inc,FSLR,NASDAQ,80,Semiconductors,Technology,77.61,77.6 - 81.87,3.12B,78.25,28.5 - 81.85,0.92,1871110,8.48B,N/A (N/A),1437962,80.42,1.48,28.02%,105964982 ,Oct 22 2020,20200829,8477198560 
20200828,Baidu Inc,BIDU,NASDAQ,129,Computer Services,Technology,127.25,126.58 - 129.03,2.32B,127.12,82 - 147.38,1.46,1862853,40.24B,N/A (N/A),3506592,79.98,1.39,23.06%,34466621 ,Oct 28 2020,20200829,4446194109 
20200828,Xilinx Inc,XLNX,NASDAQ,104.91,Semiconductors,Technology,103.72,102.66 - 105.37,3.04B,103.63,67.68 - 112.17,2.55,1860960,25.63B,1.52 (1.45%),2647801,41.22,1.01,1.41%,244314000 ,Oct 14 2020,20200829,25630981740 
20200828,Union Pacific Corporation,UNP,NYSE,195.13,Railroads,Transportation,193.47,192.85 - 195.64,20.2B,193.52,105.12 - 195.8,8.05,1849554,132.46B,3.88 (2.01%),3102701,23.84,1.02,20.65%,678838800 ,Oct 22 2020,20200829,132462000000 
20200828,Kellogg Company,K,NYSE,70.54,Food Processing,Consumer/Non-Cyclical,70.46,69.35 - 70.78,13.47B,70.36,52.66 - 72.69,3.18,1847152,24.19B,2.28 (3.24%),2070173,21.76,0.61,12.04%,342919265 ,Oct 29 2020,20200829,24189524953 
20200828,Campbell Soup Company,CPB,NYSE,52.14,Food Processing,Consumer/Non-Cyclical,53.29,51.93 - 53.29,7.56B,53.29,40.76 - 57.54,1.41,1827570,15.75B,1.40 (2.63%),1982226,36.52,0.4,20.39%,302164426 ,Sep 03 2020,20200829,15754853172 
20200828,Harley-Davidson Inc,HOG,NYSE,28.45,Recreational Products,Consumer Cyclical,28.15,28 - 28.5,4.51B,28.2,14.31 - 40.89,0.49,1794034,4.36B,0.08 (0.28%),4021016,57.05,1.54,-9.42%,153241253 ,Oct 27 2020,20200829,4359713648 
20200828,Biomarin Pharmaceutical Inc,BMRN,NASDAQ,76.38,Biotechnology & Drugs,Healthcare,75.43,74.8 - 76.44,1.85B,75.99,62.88 - 131.95,0.66,1790255,13.85B,N/A (N/A),2123362,179.57,1.01,2.37%,181349597 ,Oct 22 2020,20200829,13851482219 
20200828,Ross Stores Inc,ROST,NASDAQ,93.83,Retail (Apparel),Services,90.86,90.88 - 93.93,14.09B,91.2,56.34 - 124.16,2.58,1781673,33.4B,1.05 (1.25%),3118454,36.45,0.77,-12.40%,355921611 ,Nov 19 2020,20200829,33396124760 
20200828,Edison International,EIX,NYSE,52.17,Electric Utilities,Utilities,51.75,51.59 - 52.28,12.49B,52.12,43.63 - 78.93,3.09,1776407,19.73B,2.55 (4.93%),2750526,17.03,0.49,-27.77%,378220989 ,Nov 03 2020,20200829,19731788996 
20200828,Tyson Foods Inc,TSN,NYSE,63.91,Food Processing,Consumer/Non-Cyclical,63.96,63.15 - 64.4,42.61B,64.06,42.6 - 94.24,5.01,1753494,23.33B,1.68 (2.63%),2715118,12.76,0.64,-30.32%,365000000 ,Nov 17 2020,20200829,23327150000 
20200828,NXP Semiconductors NV,NXPI,NASDAQ,127.23,Semiconductors,Technology,126.05,125.26 - 127.45,8.4B,125.93,58.96 - 139.59,-0.06,1736638,35.53B,1.50 (1.18%),3791976,N/A,1.42,25.28%,279224213 ,Oct 28 2020,20200829,35525696620 
20200828,The Travelers Companies Inc,TRV,NYSE,115.89,Insurance (Prop. & Casualty),Financial,117.18,114.73 - 118.1,31.41B,118.1,77 - 153.65,7.01,1725755,29.34B,3.40 (2.90%),1627658,16.93,0.87,-21.13%,253191174 ,Oct 27 2020,20200829,29342325155 
20200828,Compugen,CGEN,NASDAQ,16.87,Biotechnology & Drugs,Healthcare,16.59,16.59 - 17.48,N/A,16.9,3.64 - 19.9,-0.37,1719346,1.48B,N/A (N/A),1469933,N/A,2.75,355.95%,82694209 ,Nov 10 2020,20200829,1395051306 
20200828,The Goodyear Tire & Rubber Company,GT,NASDAQ,9.86,Tires,Consumer Cyclical,9.7,9.71 - 9.88,12.72B,9.8,4.09 - 17.2,-6.93,1708726,2.3B,0.48 (8.86%),4934628,N/A,2.12,-14.19%,233010562 ,Oct 23 2020,20200829,2297484141 
20200828,Equity Residential,EQR,NYSE,57.03,Real Estate Operations,Services,56.63,56.09 - 57.06,2.7B,56.96,49.62 - 89.55,3.01,1711577,21.23B,2.41 (4.26%),2783936,18.05,0.58,-32.32%,372209012 ,Oct 27 2020,20200829,21227079954 
20200828,Agenus Inc,AGEN,NASDAQ,4.28,Biotechnology & Drugs,Healthcare,4.03,4.04 - 4.34,96.52M,4.07,1.82 - 4.79,-1.14,1697604,785.13M,N/A (N/A),3006891,N/A,1.92,50.70%,183442653 ,Nov 10 2020,20200829,785134555 
20200828,International Paper Company,IP,NYSE,36.93,Paper & Paper Products,Basic Materials,36.6,36.57 - 37.11,21.28B,36.7,26.38 - 47.64,1.61,1692110,14.52B,2.05 (5.60%),2753784,23.2,1.32,-4.38%,393092857 ,Oct 29 2020,20200829,14516919209 
20200828,Hess Corporation,HES,NYSE,46.94,Oil & Gas - Integrated,Energy,46.42,45.91 - 47.02,5.45B,46.71,26.14 - 74.11,-10.49,1685344,14.44B,1.00 (2.15%),2275351,N/A,2.33,-24.58%,307719424 ,Oct 28 2020,20200829,14444349763 
20200828,BIOLASE Inc,BIOL,NASDAQ,0.3175,Medical Equipment & Supplies,Healthcare,0.3199,0.3074 - 0.319,26.55M,0.315,0.211 - 1.1574,-0.74,1690827,15.98M,N/A (N/A),9020237,N/A,2.13,-65.68%,50342130 ,Nov 04 2020,20200829,15983626 
20200828,Monster Beverage Corp,MNST,NASDAQ,84.54,Beverages (Nonalcoholic),Consumer/Non-Cyclical,83.34,83.06 - 84.64,4.31B,83.75,50.06 - 84.63,2.12,1666860,44.59B,N/A (N/A),1993466,39.27,1.05,46.75%,527396445 ,Nov 05 2020,20200829,44586095460 
20200828,Microchip Technology Inc,MCHP,NASDAQ,110.52,Semiconductors,Technology,107.41,107.46 - 110.55,5.26B,107.7,53.21 - 113.28,2.5,1655889,27.9B,1.47 (1.37%),2814434,40.1,1.61,27.67%,252451515 ,Nov 04 2020,20200829,27900941438 
20200828,Lennar Corporation,LEN,NYSE,75.93,Construction Services,Capital Goods,75.8,75.65 - 77.36,22.62B,76.09,25.44 - 79.65,6.66,1662264,23.71B,0.50 (0.66%),3190000,11.15,1.67,48.27%,312241517 ,Sep 30 2020,20200829,23708498386 
20200828,Hartford Financial Services Group,HIG,NYSE,41.51,Insurance (Prop. & Casualty),Financial,41.49,41.15 - 42.07,20.73B,41.95,19.26 - 62.75,4.96,1645188,14.87B,1.30 (3.13%),2525058,8.64,1,-29.24%,358196405 ,Oct 22 2020,20200829,14868732772 
20200828,Grupo Televisa SAB ADR,TV,NYSE,6.47,Broadcasting & Cable TV,Services,6.19,6.22 - 6.48,2.19B,6.24,4.65 - 12.61,-0.39,1625700,3.94B,0.18 (2.60%),1706579,N/A,1.21,-22.14%,330000000000 ,Oct 22 2020,20200829,2134720000000 
20200828,Masco Corporation,MAS,NYSE,58.54,Constr. - Supplies & Fixtures,Capital Goods,58.4,58.11 - 58.84,6.21B,58.49,27.04 - 60.1,2.23,1634956,15.24B,0.54 (0.92%),2396258,25.96,1.55,42.50%,260400000 ,Nov 03 2020,20200829,15243816000 
20200828,UBS Group AG,UBS,NYSE,12.36,Investment Services,Financial,12.29,12.32 - 12.4,19.23B,12.39,7.48 - 13.49,1.24,1614337,44.59B,0.36 (2.94%),2934080,9.96,1.24,16.82%,3587179049 ,Oct 20 2020,20200829,44337533046 
20200828,Lam Research Corp,LRCX,NASDAQ,350.78,Misc. Capital Goods,Capital Goods,341.45,341.45 - 351.99,10.04B,342.66,181.56 - 387.51,15.12,1596368,50.98B,4.60 (1.31%),1715407,24.7,1.39,68.92%,145331000 ,Oct 20 2020,20200829,50979208180 
20200828,NRG Energy Inc,NRG,NYSE,34.29,Electric Utilities,Utilities,33.73,33.62 - 34.33,9.45B,33.73,19.57 - 41.78,16.39,1569075,8.37B,1.20 (3.56%),2357408,2.13,1,-3.84%,244137848 ,Nov 05 2020,20200829,8371486808 
20200828,TD Ameritrade Holding Corporation,AMTD,NASDAQ,39.18,Investment Services,Financial,39.05,38.79 - 39.44,5.92B,39.24,27.7 - 53.99,3.57,1569231,21.19B,1.24 (3.23%),3750659,10.63,1.18,-10.69%,540938226 ,Oct 26 2020,20200829,21193959695 
